Survived,Age,male,female,Pclass_1,Pclass_2,Pclass_3,Embarked_S,Embarked_C,Embarked_Q,Fare_l,Fare_m,Fare_s,Number_l,Number_m,Number_s
0,0.395022041,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,1.659992568,0,1,1,0,0,0,1,0,1,0,0,0,1,0
0,1.287942413,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.1057773,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,0.543842103,1,0,0,1,0,1,0,0,0,1,0,0,1,0
0,0.469432072,1,0,0,0,1,1,0,0,0,1,0,0,1,0
1,-0.383463858,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,1.436762475,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.027429555,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1,1.436762475,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,-0.4234883,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,-0.149172215,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.579149663,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1.06471232,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0.395022041,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.469432072,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,0.022971886,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.200258207,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1,-0.572308362,0,1,0,1,0,0,1,0,0,1,0,0,1,0
1,0.767072196,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,0.692662165,0,1,0,0,1,1,0,0,0,1,0,1,0,0
0,-0.185944343,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0.302257536,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0,0.393645337,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,0.395022041,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.4234883,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.32061201,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,-0.274668238,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1,-1.911688921,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,-0.274668238,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,-0.200258207,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0.915892258,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1,-0.721128424,1,0,0,0,1,0,1,0,0,1,0,0,1,0
0,-0.646718393,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.646718393,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,2.329682848,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,2.032042724,1,0,0,1,0,0,0,1,0,1,0,0,0,1
1,-0.646718393,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,-0.274668238,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.712376092,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,3.743473437,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1,0.171791948,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.692484998,1,0,1,0,0,1,0,0,0,0,1,0,0,1
0,-1.539638766,0,1,0,0,1,1,0,0,0,1,0,1,0,0
1,-0.125848176,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,0.171791948,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.097381917,1,0,0,1,0,1,0,0,0,1,0,0,1,0
0,0.841482227,0,1,0,0,1,1,0,0,0,1,0,1,0,0
0,-0.190462658,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,-0.721128424,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.4234883,0,1,1,0,0,0,1,0,1,0,0,0,0,1
0,-2.060508983,0,1,0,0,1,1,0,0,0,1,0,1,0,0
1,-0.017327642,1,0,0,0,1,1,0,0,1,0,0,0,0,1
1,-2.153521522,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1,1.362352444,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,-0.795538456,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,1.957632693,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.105262293,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.497898331,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.149172215,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.869948487,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,-0.646718393,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.249492499,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,-0.869948487,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,-0.4234883,1,0,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.149172215,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.171791948,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0,-0.497898331,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,2.106452755,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1.511172506,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0.767072196,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,1.287942413,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,0.469432072,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.721128424,1,0,0,0,1,1,0,0,0,0,1,0,1,0
0,0.171791948,1,0,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.349078269,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,-0.129706031,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.990302289,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0.753221596,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1,0.767072196,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,0.097381917,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,2.999373127,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1,0.097381917,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,0.419434193,1,0,0,1,0,1,0,0,0,0,1,0,0,1
0,-0.869948487,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.386283285,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.869948487,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,0.990302289,0,1,0,0,1,1,0,0,0,1,0,1,0,0
0,-0.461348891,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,-0.200258207,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,-0.721128424,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-1.167588611,1,0,0,0,1,1,0,0,0,1,0,1,0,0
0,2.255272817,1,0,0,1,0,1,0,0,0,1,0,0,1,0
0,-0.349078269,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,-1.167588611,1,0,0,0,1,1,0,0,0,1,0,1,0,0
0,-0.795538456,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,-0.869948487,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-1.09317858,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1,0.097381917,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1,-1.911688921,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1,-0.017327642,1,0,0,0,1,1,0,0,1,0,0,0,0,1
0,-0.349078269,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,2.255272817,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1.659992568,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,1.06471232,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.712376092,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1.436762475,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0.915892258,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.869948487,0,1,1,0,0,0,1,0,1,0,0,0,1,0
1,0.395022041,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,-0.869948487,0,1,0,0,1,0,1,0,0,1,0,0,1,0
0,-0.349078269,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,-0.274668238,1,0,0,0,1,1,0,0,0,0,1,0,1,0
0,0.692662165,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1,1.139122351,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1,0.915892258,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1,-0.572308362,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1,-0.843408909,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1,-0.4234883,0,1,1,0,0,0,1,0,0,1,0,0,0,1
0,1.499182534,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1,1.362352444,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,-0.051438145,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,1.659992568,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,-0.795538456,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0.618252134,0,1,1,0,0,0,1,0,1,0,0,0,0,1
1,-0.200258207,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,-0.187534092,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0,0.246201979,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-1.762868859,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,-0.944358518,1,0,0,0,1,1,0,0,0,0,1,0,1,0
0,0.32061201,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,1.511172506,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1,-0.200258207,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,-0.721128424,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0.022971886,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1,-0.712376092,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,-0.349078269,1,0,0,1,0,1,0,0,0,1,0,0,1,0
0,-0.349078269,0,1,0,0,1,1,0,0,0,0,1,0,1,0
1,-0.051438145,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,-1.390818704,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0.419434193,1,0,0,1,0,1,0,0,0,0,1,0,0,1
0,-0.497898331,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,-0.497898331,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,-0.088643161,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,1.362352444,0,1,0,0,1,1,0,0,0,1,0,1,0,0
0,-0.149172215,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.149172215,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0.616127019,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,0.469432072,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1,-0.646718393,0,1,1,0,0,0,1,0,1,0,0,1,0,0
0,-0.4234883,1,0,0,0,1,1,0,0,0,1,0,0,1,0
1,0.097381917,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,2.999373127,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,-1.018768549,1,0,0,0,1,1,0,0,0,1,0,0,1,0
1,0.022971886,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,-0.795538456,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0.097381917,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,-1.911688921,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1,-1.762868859,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,0.246201979,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.497898331,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,1.362352444,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.125848176,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.869948487,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,0.32061201,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0.246201979,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,-0.552062633,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,0.841482227,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.721128424,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1,0.469432072,0,1,1,0,0,1,0,0,1,0,0,0,1,0
0,-1.018768549,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,1.585582537,0,1,1,0,0,1,0,0,1,0,0,0,1,0
0,0.743546225,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.060176901,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0.220009648,1,0,0,0,1,0,0,1,0,1,0,0,1,0
0,0.171791948,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.4234883,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,1.362352444,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,2.032042724,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,-0.027429555,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1,1.80881263,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,-0.869948487,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.393645337,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,-1.83727889,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,-0.712376092,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0.990302289,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1,-1.241998642,0,1,0,0,1,0,1,0,0,0,1,0,0,1
1,-0.944358518,0,1,1,0,0,1,0,0,1,0,0,0,1,0
0,-0.051438145,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,-1.023344765,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,-0.349078269,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.349078269,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.869948487,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,-1.614048797,1,0,0,0,1,0,0,1,0,1,0,1,0,0
1,-2.134919014,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,1.213532382,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,0.393645337,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,-1.018768549,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,-1.352628373,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,1.569695996,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,-0.349078269,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.692662165,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1,1.436762475,0,1,1,0,0,1,0,0,0,1,0,0,0,1
1,0.097381917,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,0.022971886,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,0.022971886,0,1,0,0,1,1,0,0,0,1,0,0,1,0
0,0.32061201,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1,0.097381917,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1,-1.390818704,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1,-2.178076832,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,-0.200258207,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.097381917,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.692662165,1,0,1,0,0,1,0,0,0,0,1,0,0,1
0,-0.869948487,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,0.692662165,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1,0.246201979,0,1,1,0,0,1,0,0,1,0,0,0,1,0
0,-0.274668238,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.692662165,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,0.395022041,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,-1.762868859,0,1,0,0,1,1,0,0,0,1,0,1,0,0
0,0.060176901,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.692484998,1,0,1,0,0,1,0,0,0,0,1,0,0,1
0,-0.497898331,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,0.097381917,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0.990302289,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-1.465228735,1,0,0,0,1,1,0,0,0,1,0,1,0,0
1,1.659992568,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1,-0.200258207,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.618252134,1,0,1,0,0,1,0,0,0,0,1,0,0,1
1,-0.200258207,0,1,0,0,1,1,0,0,0,1,0,0,1,0
0,-2.060508983,1,0,0,0,1,1,0,0,0,1,0,1,0,0
0,0.459518707,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,-0.017327642,1,0,0,0,1,1,0,0,1,0,0,0,0,1
1,0.393645337,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1,2.404092879,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1,-1.09317858,0,1,0,0,1,0,1,0,0,1,0,0,1,0
0,-0.50715885,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,-0.497898331,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.869948487,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0.692662165,0,1,1,0,0,0,1,0,1,0,0,0,1,0
0,-0.646718393,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.063481126,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,0.171791948,1,0,0,0,1,1,0,0,1,0,0,0,0,1
1,1.722785776,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,-0.721128424,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-1.018768549,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1,0.022971886,0,1,1,0,0,0,1,0,0,1,0,0,0,1
0,0.357817025,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,-0.944358518,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.915892258,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-1.352628373,1,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0.395022041,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,-0.125848176,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1,1.081817769,0,1,1,0,0,0,1,0,1,0,0,0,1,0
0,-1.911688921,1,0,0,0,1,1,0,0,0,1,0,1,0,0
0,3.297013251,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-1.539638766,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1,-1.018768549,0,1,1,0,0,1,0,0,0,1,0,0,1,0
0,1.06471232,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1,-0.869948487,0,1,0,0,1,1,0,0,0,0,1,0,1,0
1,1.139122351,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1,1.585582537,1,0,1,0,0,1,0,0,0,1,0,0,0,1
1,-0.4234883,0,1,0,0,1,0,1,0,0,1,0,0,1,0
0,-0.50715885,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,0.841482227,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,-0.646718393,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1,1.362352444,0,1,1,0,0,1,0,0,0,1,0,0,0,1
0,-1.352628373,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,-0.4234883,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1,0.915892258,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1,-0.200258207,0,1,0,1,0,0,1,0,0,1,0,0,1,0
0,0.097381917,1,0,1,0,0,1,0,0,1,0,0,0,0,1
0,-0.273145732,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-1.911688921,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,-0.274668238,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,1.287942413,0,1,1,0,0,1,0,0,1,0,0,0,1,0
0,0.246201979,1,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1.287942413,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,-0.125848176,0,1,0,1,0,0,1,0,0,1,0,0,1,0
1,-1.09317858,0,1,0,0,1,0,1,0,0,0,1,0,0,1
0,-0.721128424,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.795538456,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.149172215,1,0,0,0,1,1,0,0,0,0,1,0,0,1
1,1.957632693,0,1,1,0,0,0,1,0,1,0,0,0,1,0
1,-0.349078269,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,0.246201979,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,-0.572308362,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,-0.125848176,1,0,0,1,0,1,0,0,0,1,0,0,0,1
0,-0.349078269,1,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0.692662165,0,1,0,0,1,0,0,1,0,1,0,1,0,0
0,-0.200258207,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1,-0.795538456,0,1,1,0,0,1,0,0,0,1,0,0,0,1
0,-1.023344765,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1,-0.274668238,1,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.171791948,1,0,0,0,1,0,0,1,0,0,1,0,0,1
